0 93.9964 290.224 33.7298 131.873 87.5786 18.4549 88.8784 79.7017 92.5971 108.947 241.878 123.613 203.66 72.6877 258.784 290.011 255.406 115.875 302.895 273.833 114.617 89.075 143.736 172.4 44.9076 94.2439 210.137 168.635 146.928 159.516 95.5006 17.5589 15.0429 236.986 88.1071 90.9766 47.712 184.631 70.9592 59.2522 164.409 129.759 130.884 296.393 61.4781 132.966 47.0776 42.7925 92.752
93.9964 0 198.162 74.7801 96.8864 56.4185 100.499 75.3262 31.7952 126.841 42.7926 159.143 177.495 110.05 66.6508 171.84 199.871 161.612 66.7288 212.478 182.431 98.2621 54.8914 159.197 154.097 49.22 9.46611 136.651 74.6411 62.1678 71.9238 103.668 78.8228 79.5901 169.59 29.8563 56.4887 113.196 101.951 87.2659 35.3732 133.51 123.715 175.171 212.649 103.447 63.4116 69.0571 116.51 1.33695
290.224 198.162 0 263.952 202.46 237.312 298.504 228.057 211.959 282.571 185.867 76.6605 332.657 89.9634 234.709 50.9088 20.2409 46.8533 192.304 22.6254 17.7268 262.605 234.935 280.182 232.416 246.625 200.9 117.622 126.81 169.9 131.711 250.878 276.401 276.657 129.346 216.516 235.022 295.218 114.254 276.193 231.2 208.366 241.116 321.392 66.3945 276.255 197.572 253.201 314.283 199.488
33.7298 74.7801 263.952 0 98.1492 89.5241 50.7439 55.1905 52.1263 69.8681 79.1482 211.457 111.956 180.23 38.9762 229.65 262.262 232.017 83.0371 275.249 247.087 125.729 90.2141 117.651 140.389 34.4326 78.1719 178.076 147.239 134.574 132.27 64.8482 33.37 29.7011 203.941 79.8159 92.4158 39.3874 154.987 87.629 40.5087 131.091 98.3695 114.777 265.869 38.5482 126.764 13.3898 75.0718 73.766
131.873 96.8864 202.46 98.1492 0 149.421 148.51 43.0684 72.3868 82.662 55.5385 133.976 130.478 140.851 59.3159 157.49 194.428 185.334 30.5008 207.13 184.742 192.341 148.484 81.2469 57.5783 108.882 106.332 93.2672 124.391 146.574 87.5868 52.0662 128.338 125.655 111.06 124.9 150.439 110.545 89.528 169.108 96.4845 37.2627 40.1526 118.962 184.945 87.2366 157.67 84.8622 172.384 97.323
87.5786 56.4185 237.312 89.5241 149.421 0 82.9252 118.688 77.3908 157.325 98.3104 209.812 201.453 147.448 104.597 219.017 242.562 195.249 120.571 254.457 223.409 42.9204 2.40527 199.544 204.958 55.4636 47.8342 191.478 110.832 71.2744 122.958 142.68 70.2654 73.6914 225.169 26.6957 3.4758 126.692 154.469 39.2293 57.951 186.651 169.647 203.91 261.552 127.464 49.223 92.5322 87.1053 55.4728
18.4549 100.499 298.504 50.7439 148.51 82.9252 0 105.775 91.3904 110.764 121.254 253.642 139.297 210.471 89.1969 269.39 299.404 261.829 130.664 312.168 282.527 103.807 84.7789 162.082 190.506 52.0562 99.034 223.597 174.537 147.923 169.332 113.796 22.6867 23.8285 251.601 89.0497 86.4009 64.7656 196.014 58.9337 67.9637 181.835 147.983 147.628 308.095 79.8572 130.896 63.758 24.5 99.1876
88.8784 75.3262 228.057 55.1905 43.0684 118.688 105.775 0 44.056 57.8377 48.1447 166.671 110.407 153.812 16.9735 187.784 223.055 203.327 35.8999 236.047 210.496 160.801 118.28 83.8912 88.994 70.5022 83.7162 129.265 128.039 135.063 100.067 29.2313 86.3134 83.3633 151.694 97.7615 120.433 70.7065 114.223 131.795 61.3499 76.4949 50.9749 104.255 219.994 49.0227 138.656 42.0175 129.872 75.186
79.7017 31.7952 211.959 52.1263 72.3868 77.3908 91.3904 44.056 0 95.4092 29.9487 162.411 146.675 128.382 34.9941 179.097 210.777 180.079 45.2603 223.721 195.2 120.251 76.6205 127.881 127.592 41.6462 39.7531 132.691 96.5292 93.3593 80.4105 71.949 68.7493 67.7963 162.264 54.3796 78.6603 87.0455 104.979 97.995 26.2727 109.642 93.8731 143.67 216.913 73.9491 94.7506 42.6309 112.14 31.4877
92.5971 126.841 282.571 69.8681 82.662 157.325 110.764 57.8377 95.4092 0 105.921 216.45 52.5829 211.402 60.4729 239.446 275.914 260.305 91.3678 288.759 264.873 195.339 157.669 51.9291 94.1886 102.075 133.738 175.916 185.75 188.762 157.347 31.693 100.776 96.6036 191.223 142.576 159.906 48.2424 168.341 157.212 101.405 97.9992 54.2838 48.345 267.567 31.857 187.832 64.7928 134.128 126.346
108.947 42.7926 185.867 79.1482 55.5385 98.3104 121.254 48.1447 29.9487 105.921 0 132.934 158.504 106.757 49.7454 150.517 183.323 157.354 25.0606 196.333 168.72 140.746 96.9987 126.791 113.116 71.3653 52.1972 102.785 79.8986 92.2334 54.5804 76.7389 98.6487 97.5716 132.896 72.2712 98.7412 109.54 75.9248 124.609 55.5376 91.2911 87.7161 152.216 187.448 92.0567 102.132 67.5979 142.068 43.4745
